Instance Type,Version,Edition,VCPU,Memory,Bandwidth,IOPS,Throughput,Size,Class,RDSCustom,current,ratio,instanceType
db.z1d.6xlarge ,15,EE,24,192,9500,40000,1188,6xlarge,z1d,N,Y,8,M
db.z1d.6xlarge ,15,SE,24,192,9500,40000,1188,6xlarge,z1d,N,Y,8,M
db.m5.8xlarge  ,12,EE,32,128,6800,30000,850,8xlarge,m5,Y,Y,4,G
db.m5.8xlarge  ,12,SE,32,128,6800,30000,850,8xlarge,m5,Y,Y,4,G
db.m5.8xlarge  ,13,EE,32,128,6800,30000,850,8xlarge,m5,Y,Y,4,G
db.m5.8xlarge  ,13,SE,32,128,6800,30000,850,8xlarge,m5,Y,Y,4,G
db.m5.8xlarge  ,14,EE,32,128,6800,30000,850,8xlarge,m5,Y,Y,4,G
db.m5.8xlarge  ,14,SE,32,128,6800,30000,850,8xlarge,m5,Y,Y,4,G
db.m5.8xlarge  ,15,EE,32,128,6800,30000,850,8xlarge,m5,Y,Y,4,G
db.m5.8xlarge  ,15,SE,32,128,6800,30000,850,8xlarge,m5,Y,Y,4,G
db.m5d.8xlarge ,12,EE,32,128,6800,30000,850,8xlarge,m5d,N,Y,4,G
db.m5d.8xlarge ,12,SE,32,128,6800,30000,850,8xlarge,m5d,N,Y,4,G
db.m5d.8xlarge ,13,EE,32,128,6800,30000,850,8xlarge,m5d,N,Y,4,G
db.m5d.8xlarge ,13,SE,32,128,6800,30000,850,8xlarge,m5d,N,Y,4,G
db.m5d.8xlarge ,14,EE,32,128,6800,30000,850,8xlarge,m5d,N,Y,4,G
db.m5d.8xlarge ,14,SE,32,128,6800,30000,850,8xlarge,m5d,N,Y,4,G
db.m5d.8xlarge ,15,EE,32,128,6800,30000,850,8xlarge,m5d,N,Y,4,G
db.m5d.8xlarge ,15,SE,32,128,6800,30000,850,8xlarge,m5d,N,Y,4,G
db.m6i.8xlarge  ,12,EE,32,128,10000,40000,1250,8xlarge,m6i,N,Y,4,G
db.m6i.8xlarge  ,12,SE,32,128,10000,40000,1250,8xlarge,m6i,N,Y,4,G
db.m6i.8xlarge  ,13,EE,32,128,10000,40000,1250,8xlarge,m6i,N,Y,4,G
db.m6i.8xlarge  ,13,SE,32,128,10000,40000,1250,8xlarge,m6i,N,Y,4,G
db.m6i.8xlarge  ,14,EE,32,128,10000,40000,1250,8xlarge,m6i,N,Y,4,G
db.m6i.8xlarge  ,14,SE,32,128,10000,40000,1250,8xlarge,m6i,N,Y,4,G
db.m6i.8xlarge  ,15,EE,32,128,10000,40000,1250,8xlarge,m6i,N,Y,4,G
db.m6i.8xlarge  ,15,SE,32,128,10000,40000,1250,8xlarge,m6i,N,Y,4,G
db.r5.8xlarge  ,12,EE,32,256,6800,30000,850,8xlarge,r5,Y,Y,8,M
db.r5.8xlarge  ,12,SE,32,256,6800,30000,850,8xlarge,r5,Y,Y,8,M
db.r5.8xlarge  ,13,EE,32,256,6800,30000,850,8xlarge,r5,Y,Y,8,M
db.r5.8xlarge  ,13,SE,32,256,6800,30000,850,8xlarge,r5,Y,Y,8,M
db.r5.8xlarge  ,14,EE,32,256,6800,30000,850,8xlarge,r5,Y,Y,8,M
db.r5.8xlarge  ,14,SE,32,256,6800,30000,850,8xlarge,r5,Y,Y,8,M
db.r5.8xlarge  ,15,EE,32,256,6800,30000,850,8xlarge,r5,Y,Y,8,M
db.r5.8xlarge  ,15,SE,32,256,6800,30000,850,8xlarge,r5,Y,Y,8,M
db.r5b.8xlarge ,12,EE,32,256,20000,65000,2500,8xlarge,r5b,N,Y,8,M
db.r5b.8xlarge ,12,SE,32,256,20000,65000,2500,8xlarge,r5b,N,Y,8,M
db.r5b.8xlarge ,13,EE,32,256,20000,65000,2500,8xlarge,r5b,N,Y,8,M
db.r5b.8xlarge ,13,SE,32,256,20000,65000,2500,8xlarge,r5b,N,Y,8,M
db.r5b.8xlarge ,14,EE,32,256,20000,65000,2500,8xlarge,r5b,N,Y,8,M
db.r5b.8xlarge ,14,SE,32,256,20000,65000,2500,8xlarge,r5b,N,Y,8,M
db.r5b.8xlarge ,15,EE,32,256,20000,65000,2500,8xlarge,r5b,N,Y,8,M
db.r5b.8xlarge ,15,SE,32,256,20000,65000,2500,8xlarge,r5b,N,Y,8,M
db.r5d.8xlarge ,12,EE,32,256,6800,30000,850,8xlarge,r5d,N,Y,8,M
db.r5d.8xlarge ,12,SE,32,256,6800,30000,850,8xlarge,r5d,N,Y,8,M
db.r5d.8xlarge ,13,EE,32,256,6800,30000,850,8xlarge,r5d,N,Y,8,M
db.r5d.8xlarge ,13,SE,32,256,6800,30000,850,8xlarge,r5d,N,Y,8,M
db.r5d.8xlarge ,14,EE,32,256,6800,30000,850,8xlarge,r5d,N,Y,8,M
db.r5d.8xlarge ,14,SE,32,256,6800,30000,850,8xlarge,r5d,N,Y,8,M
db.r5d.8xlarge ,15,EE,32,256,6800,30000,850,8xlarge,r5d,N,Y,8,M
db.r5d.8xlarge ,15,SE,32,256,6800,30000,850,8xlarge,r5d,N,Y,8,M
db.r6i.8xlarge  ,12,EE,32,256,10000,40000,1250,8xlarge,r6i,N,Y,8,M
db.r6i.8xlarge  ,12,SE,32,256,10000,40000,1250,8xlarge,r6i,N,Y,8,M
db.r6i.8xlarge  ,13,EE,32,256,10000,40000,1250,8xlarge,r6i,N,Y,8,M
db.r6i.8xlarge  ,13,SE,32,256,10000,40000,1250,8xlarge,r6i,N,Y,8,M
db.r6i.8xlarge  ,14,EE,32,256,10000,40000,1250,8xlarge,r6i,N,Y,8,M
db.r6i.8xlarge  ,14,SE,32,256,10000,40000,1250,8xlarge,r6i,N,Y,8,M
db.r6i.8xlarge  ,15,EE,32,256,10000,40000,1250,8xlarge,r6i,N,Y,8,M
db.r6i.8xlarge  ,15,SE,32,256,10000,40000,1250,8xlarge,r6i,N,Y,8,M
db.x1e.8xlarge ,12,EE,32,976,3500,20000,438,8xlarge,x1e,N,Y,30,M
db.x1e.8xlarge ,12,SE,32,976,3500,20000,438,8xlarge,x1e,N,Y,30,M
db.x1e.8xlarge ,13,EE,32,976,3500,20000,438,8xlarge,x1e,N,Y,30,M
db.x1e.8xlarge ,13,SE,32,976,3500,20000,438,8xlarge,x1e,N,Y,30,M
db.x1e.8xlarge ,14,EE,32,976,3500,20000,438,8xlarge,x1e,N,Y,30,M
db.x1e.8xlarge ,14,SE,32,976,3500,20000,438,8xlarge,x1e,N,Y,30,M
db.x1e.8xlarge ,15,EE,32,976,3500,20000,438,8xlarge,x1e,N,Y,30,M
db.x1e.8xlarge ,15,SE,32,976,3500,20000,438,8xlarge,x1e,N,Y,30,M
db.m5.12xlarge ,12,EE,48,192,9500,40000,1188,12xlarge,m5,Y,Y,4,G
db.m5.12xlarge ,12,SE,48,192,9500,40000,1188,12xlarge,m5,Y,Y,4,G
db.m5.12xlarge ,13,EE,48,192,9500,40000,1188,12xlarge,m5,Y,Y,4,G
db.m5.12xlarge ,13,SE,48,192,9500,40000,1188,12xlarge,m5,Y,Y,4,G
db.m5.12xlarge ,14,EE,48,192,9500,40000,1188,12xlarge,m5,Y,Y,4,G
db.m5.12xlarge ,14,SE,48,192,9500,40000,1188,12xlarge,m5,Y,Y,4,G
db.m5.12xlarge ,15,EE,48,192,9500,40000,1188,12xlarge,m5,Y,Y,4,G
db.m5.12xlarge ,15,SE,48,192,9500,40000,1188,12xlarge,m5,Y,Y,4,G
db.m5d.12xlarge,12,EE,48,192,9500,40000,1188,12xlarge,m5d,N,Y,4,G
db.m5d.12xlarge,12,SE,48,192,9500,40000,1188,12xlarge,m5d,N,Y,4,G
db.m5d.12xlarge,13,EE,48,192,9500,40000,1188,12xlarge,m5d,N,Y,4,G
db.m5d.12xlarge,13,SE,48,192,9500,40000,1188,12xlarge,m5d,N,Y,4,G
db.m5d.12xlarge,14,EE,48,192,9500,40000,1188,12xlarge,m5d,N,Y,4,G
db.m5d.12xlarge,14,SE,48,192,9500,40000,1188,12xlarge,m5d,N,Y,4,G
db.m5d.12xlarge,15,EE,48,192,9500,40000,1188,12xlarge,m5d,N,Y,4,G
db.m5d.12xlarge,15,SE,48,192,9500,40000,1188,12xlarge,m5d,N,Y,4,G
db.m6i.12xlarge ,12,EE,48,192,15000,60000,1875,12xlarge,m6i,N,Y,4,G
db.m6i.12xlarge ,13,EE,48,192,15000,60000,1875,12xlarge,m6i,N,Y,4,G
db.m6i.12xlarge ,14,EE,48,192,15000,60000,1875,12xlarge,m6i,N,Y,4,G
db.m6i.12xlarge ,15,EE,48,192,15000,60000,1875,12xlarge,m6i,N,Y,4,G
db.r5.12xlarge ,12,EE,48,384,9500,40000,1188,12xlarge,r5,Y,Y,8,M
db.r5.12xlarge ,12,SE,48,384,9500,40000,1188,12xlarge,r5,Y,Y,8,M
db.r5.12xlarge ,13,EE,48,384,9500,40000,1188,12xlarge,r5,Y,Y,8,M
db.r5.12xlarge ,13,SE,48,384,9500,40000,1188,12xlarge,r5,Y,Y,8,M
db.r5.12xlarge ,14,EE,48,384,9500,40000,1188,12xlarge,r5,Y,Y,8,M
db.r5.12xlarge ,14,SE,48,384,9500,40000,1188,12xlarge,r5,Y,Y,8,M
db.r5.12xlarge ,15,EE,48,384,9500,40000,1188,12xlarge,r5,Y,Y,8,M
db.r5.12xlarge ,15,SE,48,384,9500,40000,1188,12xlarge,r5,Y,Y,8,M
db.r5b.12xlarge,12,EE,48,384,30000,65000,3750,12xlarge,r5b,N,Y,8,M
db.r5b.12xlarge,12,SE,48,384,30000,65000,3750,12xlarge,r5b,N,Y,8,M
db.r5b.12xlarge,13,EE,48,384,30000,65000,3750,12xlarge,r5b,N,Y,8,M
db.r5b.12xlarge,13,SE,48,384,30000,65000,3750,12xlarge,r5b,N,Y,8,M
db.r5b.12xlarge,14,EE,48,384,30000,65000,3750,12xlarge,r5b,N,Y,8,M
db.r5b.12xlarge,14,SE,48,384,30000,65000,3750,12xlarge,r5b,N,Y,8,M
db.r5b.12xlarge,15,EE,48,384,30000,65000,3750,12xlarge,r5b,N,Y,8,M
db.r5b.12xlarge,15,SE,48,384,30000,65000,3750,12xlarge,r5b,N,Y,8,M
db.r5d.12xlarge,12,EE,48,384,9500,40000,1188,12xlarge,r5d,N,Y,8,M
db.r5d.12xlarge,12,SE,48,384,9500,40000,1188,12xlarge,r5d,N,Y,8,M
db.r5d.12xlarge,13,EE,48,384,9500,40000,1188,12xlarge,r5d,N,Y,8,M
db.r5d.12xlarge,13,SE,48,384,9500,40000,1188,12xlarge,r5d,N,Y,8,M
db.r5d.12xlarge,14,EE,48,384,9500,40000,1188,12xlarge,r5d,N,Y,8,M
db.r5d.12xlarge,14,SE,48,384,9500,40000,1188,12xlarge,r5d,N,Y,8,M
db.r5d.12xlarge,15,EE,48,384,9500,40000,1188,12xlarge,r5d,N,Y,8,M
db.r5d.12xlarge,15,SE,48,384,9500,40000,1188,12xlarge,r5d,N,Y,8,M
db.r6i.12xlarge ,12,EE,48,384,15000,60000,1875,12xlarge,r6i,N,Y,8,M
db.r6i.12xlarge ,13,EE,48,384,15000,60000,1875,12xlarge,r6i,N,Y,8,M
db.r6i.12xlarge ,14,EE,48,384,15000,60000,1875,12xlarge,r6i,N,Y,8,M
db.r6i.12xlarge ,15,EE,48,384,15000,60000,1875,12xlarge,r6i,N,Y,8,M
db.z1d.12xlarge,13,EE,48,384,19000,65000,2375,12xlarge,z1d,N,Y,8,M
db.z1d.12xlarge,13,SE,48,384,19000,65000,2375,12xlarge,z1d,N,Y,8,M
db.z1d.12xlarge,14,EE,48,384,19000,65000,2375,12xlarge,z1d,N,Y,8,M
db.z1d.12xlarge,14,SE,48,384,19000,65000,2375,12xlarge,z1d,N,Y,8,M
db.z1d.12xlarge,15,EE,48,384,19000,65000,2375,12xlarge,z1d,N,Y,8,M
db.z1d.12xlarge,15,SE,48,384,19000,65000,2375,12xlarge,z1d,N,Y,8,M
db.m5.16xlarge ,12,EE,64,256,13600,60000,1700,16xlarge,m5,Y,Y,4,G
db.m5.16xlarge ,12,SE,64,256,13600,60000,1700,16xlarge,m5,Y,Y,4,G
db.m5.16xlarge ,13,EE,64,256,13600,60000,1700,16xlarge,m5,Y,Y,4,G
db.m5.16xlarge ,13,SE,64,256,13600,60000,1700,16xlarge,m5,Y,Y,4,G
db.m5.16xlarge ,14,EE,64,256,13600,60000,1700,16xlarge,m5,Y,Y,4,G
db.m5.16xlarge ,14,SE,64,256,13600,60000,1700,16xlarge,m5,Y,Y,4,G
db.m5.16xlarge ,15,EE,64,256,13600,60000,1700,16xlarge,m5,Y,Y,4,G
db.m5.16xlarge ,15,SE,64,256,13600,60000,1700,16xlarge,m5,Y,Y,4,G
db.m5d.16xlarge,12,EE,64,256,13600,60000,1700,16xlarge,m5d,N,Y,4,G
db.m5d.16xlarge,12,SE,64,256,13600,60000,1700,16xlarge,m5d,N,Y,4,G
db.m5d.16xlarge,13,EE,64,256,13600,60000,1700,16xlarge,m5d,N,Y,4,G
db.m5d.16xlarge,13,SE,64,256,13600,60000,1700,16xlarge,m5d,N,Y,4,G
db.m5d.16xlarge,14,EE,64,256,13600,60000,1700,16xlarge,m5d,N,Y,4,G
db.m5d.16xlarge,14,SE,64,256,13600,60000,1700,16xlarge,m5d,N,Y,4,G
db.m5d.16xlarge,15,EE,64,256,13600,60000,1700,16xlarge,m5d,N,Y,4,G
db.m5d.16xlarge,15,SE,64,256,13600,60000,1700,16xlarge,m5d,N,Y,4,G
db.m6i.16xlarge ,12,EE,64,256,20000,65000,2500,16xlarge,m6i,N,Y,4,G
db.m6i.16xlarge ,13,EE,64,256,20000,65000,2500,16xlarge,m6i,N,Y,4,G
db.m6i.16xlarge ,14,EE,64,256,20000,65000,2500,16xlarge,m6i,N,Y,4,G
db.m6i.16xlarge ,15,EE,64,256,20000,65000,2500,16xlarge,m6i,N,Y,4,G
db.r5.16xlarge ,12,EE,64,512,13600,60000,1700,16xlarge,r5,Y,Y,8,M
db.r5.16xlarge ,12,SE,64,512,13600,60000,1700,16xlarge,r5,Y,Y,8,M
db.r5.16xlarge ,13,EE,64,512,13600,60000,1700,16xlarge,r5,Y,Y,8,M
db.r5.16xlarge ,13,SE,64,512,13600,60000,1700,16xlarge,r5,Y,Y,8,M
db.r5.16xlarge ,14,EE,64,512,13600,60000,1700,16xlarge,r5,Y,Y,8,M
db.r5.16xlarge ,14,SE,64,512,13600,60000,1700,16xlarge,r5,Y,Y,8,M
db.r5.16xlarge ,15,EE,64,512,13600,60000,1700,16xlarge,r5,Y,Y,8,M
db.r5.16xlarge ,15,SE,64,512,13600,60000,1700,16xlarge,r5,Y,Y,8,M
db.r5b.16xlarge,12,EE,64,512,40000,65000,5000,16xlarge,r5b,N,Y,8,M
db.r5b.16xlarge,12,SE,64,512,40000,65000,5000,16xlarge,r5b,N,Y,8,M
db.r5b.16xlarge,13,EE,64,512,40000,65000,5000,16xlarge,r5b,N,Y,8,M
db.r5b.16xlarge,13,SE,64,512,40000,65000,5000,16xlarge,r5b,N,Y,8,M
db.r5b.16xlarge,14,EE,64,512,40000,65000,5000,16xlarge,r5b,N,Y,8,M
db.r5b.16xlarge,14,SE,64,512,40000,65000,5000,16xlarge,r5b,N,Y,8,M
db.r5b.16xlarge,15,EE,64,512,40000,65000,5000,16xlarge,r5b,N,Y,8,M
db.r5b.16xlarge,15,SE,64,512,40000,65000,5000,16xlarge,r5b,N,Y,8,M
db.r5d.16xlarge,12,EE,64,512,13600,60000,1700,16xlarge,r5d,N,Y,8,M
db.r5d.16xlarge,12,SE,64,512,13600,60000,1700,16xlarge,r5d,N,Y,8,M
db.r5d.16xlarge,13,EE,64,512,13600,60000,1700,16xlarge,r5d,N,Y,8,M
db.r5d.16xlarge,13,SE,64,512,13600,60000,1700,16xlarge,r5d,N,Y,8,M
db.r5d.16xlarge,14,EE,64,512,13600,60000,1700,16xlarge,r5d,N,Y,8,M
db.r5d.16xlarge,14,SE,64,512,13600,60000,1700,16xlarge,r5d,N,Y,8,M
db.r5d.16xlarge,15,EE,64,512,13600,60000,1700,16xlarge,r5d,N,Y,8,M
db.r5d.16xlarge,15,SE,64,512,13600,60000,1700,16xlarge,r5d,N,Y,8,M
db.r6i.16xlarge ,12,EE,64,512,20000,65000,2500,16xlarge,r6i,N,Y,8,M
db.r6i.16xlarge ,13,EE,64,512,20000,65000,2500,16xlarge,r6i,N,Y,8,M
db.r6i.16xlarge ,14,EE,64,512,20000,65000,2500,16xlarge,r6i,N,Y,8,M
db.r6i.16xlarge ,15,EE,64,512,20000,65000,2500,16xlarge,r6i,N,Y,8,M
db.x1.16xlarge ,13,SE,64,976,7000,40000,875,16xlarge,x1,N,Y,15,M
db.x1.16xlarge ,14,SE,64,976,7000,40000,875,16xlarge,x1,N,Y,15,M
db.x1.16xlarge ,15,EE,64,976,7000,40000,875,16xlarge,x1,N,Y,15,M
db.x1.16xlarge ,15,SE,64,976,7000,40000,875,16xlarge,x1,N,Y,15,M
db.x1e.16xlarge,12,SE,64,1952,7000,40000,875,16xlarge,x1e,N,Y,30,M
db.x1e.16xlarge,13,SE,64,1952,7000,40000,875,16xlarge,x1e,N,Y,30,M
db.x1e.16xlarge,14,SE,64,1952,7000,40000,875,16xlarge,x1e,N,Y,30,M
db.x1e.16xlarge,15,EE,64,1952,7000,40000,875,16xlarge,x1e,N,Y,30,M
db.x1e.16xlarge,15,SE,64,1952,7000,40000,875,16xlarge,x1e,N,Y,30,M
db.m5.24xlarge ,12,EE,96,384,19000,65000,2375,24xlarge,m5,Y,Y,4,G
db.m5.24xlarge ,12,SE,96,384,19000,65000,2375,24xlarge,m5,Y,Y,4,G
db.m5.24xlarge ,13,EE,96,384,19000,65000,2375,24xlarge,m5,Y,Y,4,G
db.m5.24xlarge ,13,SE,96,384,19000,65000,2375,24xlarge,m5,Y,Y,4,G
db.m5.24xlarge ,14,EE,96,384,19000,65000,2375,24xlarge,m5,Y,Y,4,G
db.m5.24xlarge ,14,SE,96,384,19000,65000,2375,24xlarge,m5,Y,Y,4,G
db.m5.24xlarge ,15,EE,96,384,19000,65000,2375,24xlarge,m5,Y,Y,4,G
db.m5.24xlarge ,15,SE,96,384,19000,65000,2375,24xlarge,m5,Y,Y,4,G
db.m5d.24xlarge,12,EE,96,384,19000,65000,2375,24xlarge,m5d,N,Y,4,G
db.m5d.24xlarge,12,SE,96,384,19000,65000,2375,24xlarge,m5d,N,Y,4,G
db.m5d.24xlarge,13,EE,96,384,19000,65000,2375,24xlarge,m5d,N,Y,4,G
db.m5d.24xlarge,13,SE,96,384,19000,65000,2375,24xlarge,m5d,N,Y,4,G
db.m5d.24xlarge,14,EE,96,384,19000,65000,2375,24xlarge,m5d,N,Y,4,G
db.m5d.24xlarge,14,SE,96,384,19000,65000,2375,24xlarge,m5d,N,Y,4,G
db.m5d.24xlarge,15,EE,96,384,19000,65000,2375,24xlarge,m5d,N,Y,4,G
db.m5d.24xlarge,15,SE,96,384,19000,65000,2375,24xlarge,m5d,N,Y,4,G
db.m6i.24xlarge ,12,EE,96,384,30000,65000,3750,24xlarge,m6i,N,Y,4,G
db.m6i.24xlarge ,13,EE,96,384,30000,65000,3750,24xlarge,m6i,N,Y,4,G
db.m6i.24xlarge ,14,EE,96,384,30000,65000,3750,24xlarge,m6i,N,Y,4,G
db.m6i.24xlarge ,15,EE,96,384,30000,65000,3750,24xlarge,m6i,N,Y,4,G
db.r5.24xlarge ,12,EE,96,768,19000,65000,2375,24xlarge,r5,Y,Y,8,M
db.r5.24xlarge ,12,SE,96,768,19000,65000,2375,24xlarge,r5,Y,Y,8,M
db.r5.24xlarge ,13,EE,96,768,19000,65000,2375,24xlarge,r5,Y,Y,8,M
db.r5.24xlarge ,13,SE,96,768,19000,65000,2375,24xlarge,r5,Y,Y,8,M
db.r5.24xlarge ,14,EE,96,768,19000,65000,2375,24xlarge,r5,Y,Y,8,M
db.r5.24xlarge ,14,SE,96,768,19000,65000,2375,24xlarge,r5,Y,Y,8,M
db.r5.24xlarge ,15,EE,96,768,19000,65000,2375,24xlarge,r5,Y,Y,8,M
db.r5.24xlarge ,15,SE,96,768,19000,65000,2375,24xlarge,r5,Y,Y,8,M
db.r5b.24xlarge,12,EE,96,768,60000,65000,7500,24xlarge,r5b,N,Y,8,M
db.r5b.24xlarge,12,SE,96,768,60000,65000,7500,24xlarge,r5b,N,Y,8,M
db.r5b.24xlarge,13,EE,96,768,60000,65000,7500,24xlarge,r5b,N,Y,8,M
db.r5b.24xlarge,13,SE,96,768,60000,65000,7500,24xlarge,r5b,N,Y,8,M
db.r5b.24xlarge,14,EE,96,768,60000,65000,7500,24xlarge,r5b,N,Y,8,M
db.r5b.24xlarge,14,SE,96,768,60000,65000,7500,24xlarge,r5b,N,Y,8,M
db.r5b.24xlarge,15,EE,96,768,60000,65000,7500,24xlarge,r5b,N,Y,8,M
db.r5b.24xlarge,15,SE,96,768,60000,65000,7500,24xlarge,r5b,N,Y,8,M
db.r5d.24xlarge,12,EE,96,768,19000,65000,2375,24xlarge,r5d,N,Y,8,M
db.r5d.24xlarge,12,SE,96,768,19000,65000,2375,24xlarge,r5d,N,Y,8,M
db.r5d.24xlarge,13,EE,96,768,19000,65000,2375,24xlarge,r5d,N,Y,8,M
db.r5d.24xlarge,13,SE,96,768,19000,65000,2375,24xlarge,r5d,N,Y,8,M
db.r5d.24xlarge,14,EE,96,768,19000,65000,2375,24xlarge,r5d,N,Y,8,M
db.r5d.24xlarge,14,SE,96,768,19000,65000,2375,24xlarge,r5d,N,Y,8,M
db.r5d.24xlarge,15,EE,96,768,19000,65000,2375,24xlarge,r5d,N,Y,8,M
db.r5d.24xlarge,15,SE,96,768,19000,65000,2375,24xlarge,r5d,N,Y,8,M
db.r6i.24xlarge ,12,EE,96,768,30000,65000,3750,24xlarge,r6i,N,Y,8,M
db.r6i.24xlarge ,13,EE,96,768,30000,65000,3750,24xlarge,r6i,N,Y,8,M
db.r6i.24xlarge ,14,EE,96,768,30000,65000,3750,24xlarge,r6i,N,Y,8,M
db.r6i.24xlarge ,15,EE,96,768,30000,65000,3750,24xlarge,r6i,N,Y,8,M
db.m6i.32xlarge ,12,EE,128,512,40000,65000,5000,32xlarge,m6i,N,Y,4,G
db.m6i.32xlarge ,13,EE,128,512,40000,65000,5000,32xlarge,m6i,N,Y,4,G
db.m6i.32xlarge ,14,EE,128,512,40000,65000,5000,32xlarge,m6i,N,Y,4,G
db.m6i.32xlarge ,15,EE,128,512,40000,65000,5000,32xlarge,m6i,N,Y,4,G
db.r6i.32xlarge ,12,EE,128,1024,40000,65000,5000,32xlarge,r6i,N,Y,8,M
db.r6i.32xlarge ,13,EE,128,1024,40000,65000,5000,32xlarge,r6i,N,Y,8,M
db.r6i.32xlarge ,14,EE,128,1024,40000,65000,5000,32xlarge,r6i,N,Y,8,M
db.r6i.32xlarge ,15,EE,128,1024,40000,65000,5000,32xlarge,r6i,N,Y,8,M
db.x1.32xlarge ,13,SE,128,1952,14000,65000,1750,32xlarge,x1,N,Y,15,M
db.x1.32xlarge ,14,SE,128,1952,14000,65000,1750,32xlarge,x1,N,Y,15,M
db.x1.32xlarge ,15,EE,128,1952,14000,65000,1750,32xlarge,x1,N,Y,15,M
db.x1.32xlarge ,15,SE,128,1952,14000,65000,1750,32xlarge,x1,N,Y,15,M
db.x1e.32xlarge,12,SE,128,3904,14000,65000,1750,32xlarge,x1e,N,Y,30,M
db.x1e.32xlarge,13,SE,128,3904,14000,65000,1750,32xlarge,x1e,N,Y,30,M
db.x1e.32xlarge,14,SE,128,3904,14000,65000,1750,32xlarge,x1e,N,Y,30,M
db.x1e.32xlarge,15,EE,128,3904,14000,65000,1750,32xlarge,x1e,N,Y,30,M
db.x1e.32xlarge,15,SE,128,3904,14000,65000,1750,32xlarge,x1e,N,Y,30,M
