Instance Type,Version,Edition,VCPU,Memory,Bandwidth,IOPS,Throughput,Maxthroughput,Size,Class,GP3,IO2,RDSCustom,Current,Ratio,instancetype,Nitro
db.m6i.12xlarge ,16,EE,48,192,15000,60000,1875,1875,12xlarge,m6i,16000,60000,Y,Y,4,G,Y
db.r5b.12xlarge,12,EE,48,384,30000,130000,3750,3750,12xlarge,r5b,16000,130000,Y,Y,8,M,Y
db.r5b.12xlarge,12,SE,48,384,30000,130000,3750,3750,12xlarge,r5b,16000,130000,Y,Y,8,M,Y
db.r5b.12xlarge,13,EE,48,384,30000,130000,3750,3750,12xlarge,r5b,16000,130000,Y,Y,8,M,Y
db.r5b.12xlarge,13,SE,48,384,30000,130000,3750,3750,12xlarge,r5b,16000,130000,Y,Y,8,M,Y
db.r5b.12xlarge,14,EE,48,384,30000,130000,3750,3750,12xlarge,r5b,16000,130000,Y,Y,8,M,Y
db.r5b.12xlarge,14,SE,48,384,30000,130000,3750,3750,12xlarge,r5b,16000,130000,Y,Y,8,M,Y
db.r5b.12xlarge,15,EE,48,384,30000,130000,3750,3750,12xlarge,r5b,16000,130000,Y,Y,8,M,Y
db.r5b.12xlarge,15,SE,48,384,30000,130000,3750,3750,12xlarge,r5b,16000,130000,Y,Y,8,M,Y
db.r5b.12xlarge,16,EE,48,384,30000,130000,3750,3750,12xlarge,r5b,16000,130000,Y,Y,8,M,Y
db.r5b.12xlarge,16,SE,48,384,30000,130000,3750,3750,12xlarge,r5b,16000,130000,Y,Y,8,M,Y
db.r5d.12xlarge,12,EE,48,384,9500,40000,1188,1187,12xlarge,r5d,16000,40000,N,Y,8,M,Y
db.r5d.12xlarge,12,SE,48,384,9500,40000,1188,1187,12xlarge,r5d,16000,40000,N,Y,8,M,Y
db.r5d.12xlarge,13,EE,48,384,9500,40000,1188,1187,12xlarge,r5d,16000,40000,N,Y,8,M,Y
db.r5d.12xlarge,13,SE,48,384,9500,40000,1188,1187,12xlarge,r5d,16000,40000,N,Y,8,M,Y
db.r5d.12xlarge,14,EE,48,384,9500,40000,1188,1187,12xlarge,r5d,16000,40000,N,Y,8,M,Y
db.r5d.12xlarge,14,SE,48,384,9500,40000,1188,1187,12xlarge,r5d,16000,40000,N,Y,8,M,Y
db.r5d.12xlarge,15,EE,48,384,9500,40000,1188,1187,12xlarge,r5d,16000,40000,N,Y,8,M,Y
db.r5d.12xlarge,15,SE,48,384,9500,40000,1188,1187,12xlarge,r5d,16000,40000,N,Y,8,M,Y
db.r5d.12xlarge,16,EE,48,384,9500,40000,1188,1187,12xlarge,r5d,16000,40000,N,Y,8,M,Y
db.r5d.12xlarge,16,SE,48,384,9500,40000,1188,1187,12xlarge,r5d,16000,40000,N,Y,8,M,Y
db.r6i.12xlarge ,12,EE,48,384,15000,60000,1875,1875,12xlarge,r6i,16000,60000,Y,Y,8,M,Y
db.r6i.12xlarge ,13,EE,48,384,15000,60000,1875,1875,12xlarge,r6i,16000,60000,Y,Y,8,M,Y
db.r6i.12xlarge ,14,EE,48,384,15000,60000,1875,1875,12xlarge,r6i,16000,60000,Y,Y,8,M,Y
db.r6i.12xlarge ,15,EE,48,384,15000,60000,1875,1875,12xlarge,r6i,16000,60000,Y,Y,8,M,Y
db.r6i.12xlarge ,16,EE,48,384,15000,60000,1875,1875,12xlarge,r6i,16000,60000,Y,Y,8,M,Y
db.z1d.12xlarge,13,EE,48,384,19000,80000,2375,2375,12xlarge,z1d,16000,80000,Y,Y,8,M,Y
db.z1d.12xlarge,13,SE,48,384,19000,80000,2375,2375,12xlarge,z1d,16000,80000,Y,Y,8,M,Y
db.z1d.12xlarge,14,EE,48,384,19000,80000,2375,2375,12xlarge,z1d,16000,80000,Y,Y,8,M,Y
db.z1d.12xlarge,14,SE,48,384,19000,80000,2375,2375,12xlarge,z1d,16000,80000,Y,Y,8,M,Y
db.z1d.12xlarge,15,EE,48,384,19000,80000,2375,2375,12xlarge,z1d,16000,80000,Y,Y,8,M,Y
db.z1d.12xlarge,15,SE,48,384,19000,80000,2375,2375,12xlarge,z1d,16000,80000,Y,Y,8,M,Y
db.z1d.12xlarge,16,EE,48,384,19000,80000,2375,2375,12xlarge,z1d,16000,80000,Y,Y,8,M,Y
db.z1d.12xlarge,16,SE,48,384,19000,80000,2375,2375,12xlarge,z1d,16000,80000,Y,Y,8,M,Y
db.m5d.16xlarge,12,EE,64,256,13600,60000,1700,1700,16xlarge,m5d,16000,60000,N,Y,4,G,Y
db.m5d.16xlarge,12,SE,64,256,13600,60000,1700,1700,16xlarge,m5d,16000,60000,N,Y,4,G,Y
db.m5d.16xlarge,13,EE,64,256,13600,60000,1700,1700,16xlarge,m5d,16000,60000,N,Y,4,G,Y
db.m5d.16xlarge,13,SE,64,256,13600,60000,1700,1700,16xlarge,m5d,16000,60000,N,Y,4,G,Y
db.m5d.16xlarge,14,EE,64,256,13600,60000,1700,1700,16xlarge,m5d,16000,60000,N,Y,4,G,Y
db.m5d.16xlarge,14,SE,64,256,13600,60000,1700,1700,16xlarge,m5d,16000,60000,N,Y,4,G,Y
db.m5d.16xlarge,15,EE,64,256,13600,60000,1700,1700,16xlarge,m5d,16000,60000,N,Y,4,G,Y
db.m5d.16xlarge,15,SE,64,256,13600,60000,1700,1700,16xlarge,m5d,16000,60000,N,Y,4,G,Y
db.m5d.16xlarge,16,EE,64,256,13600,60000,1700,1700,16xlarge,m5d,16000,60000,N,Y,4,G,Y
db.m5d.16xlarge,16,SE,64,256,13600,60000,1700,1700,16xlarge,m5d,16000,60000,N,Y,4,G,Y
db.m6i.16xlarge ,12,EE,64,256,20000,80000,2500,2500,16xlarge,m6i,16000,80000,Y,Y,4,G,Y
db.m6i.16xlarge ,13,EE,64,256,20000,80000,2500,2500,16xlarge,m6i,16000,80000,Y,Y,4,G,Y
db.m6i.16xlarge ,14,EE,64,256,20000,80000,2500,2500,16xlarge,m6i,16000,80000,Y,Y,4,G,Y
db.m6i.16xlarge ,15,EE,64,256,20000,80000,2500,2500,16xlarge,m6i,16000,80000,Y,Y,4,G,Y
db.m6i.16xlarge ,16,EE,64,256,20000,80000,2500,2500,16xlarge,m6i,16000,80000,Y,Y,4,G,Y
db.r5b.16xlarge,12,EE,64,512,40000,173333,5000,5000,16xlarge,r5b,16000,173333,Y,Y,8,M,Y
db.r5b.16xlarge,12,SE,64,512,40000,173333,5000,5000,16xlarge,r5b,16000,173333,Y,Y,8,M,Y
db.r5b.16xlarge,13,EE,64,512,40000,173333,5000,5000,16xlarge,r5b,16000,173333,Y,Y,8,M,Y
db.r5b.16xlarge,13,SE,64,512,40000,173333,5000,5000,16xlarge,r5b,16000,173333,Y,Y,8,M,Y
db.r5b.16xlarge,14,EE,64,512,40000,173333,5000,5000,16xlarge,r5b,16000,173333,Y,Y,8,M,Y
db.r5b.16xlarge,14,SE,64,512,40000,173333,5000,5000,16xlarge,r5b,16000,173333,Y,Y,8,M,Y
db.r5b.16xlarge,15,EE,64,512,40000,173333,5000,5000,16xlarge,r5b,16000,173333,Y,Y,8,M,Y
db.r5b.16xlarge,15,SE,64,512,40000,173333,5000,5000,16xlarge,r5b,16000,173333,Y,Y,8,M,Y
db.r5b.16xlarge,16,EE,64,512,40000,173333,5000,5000,16xlarge,r5b,16000,173333,Y,Y,8,M,Y
db.r5b.16xlarge,16,SE,64,512,40000,173333,5000,5000,16xlarge,r5b,16000,173333,Y,Y,8,M,Y
db.r5d.16xlarge,12,EE,64,512,13600,60000,1700,1700,16xlarge,r5d,16000,60000,N,Y,8,M,Y
db.r5d.16xlarge,12,SE,64,512,13600,60000,1700,1700,16xlarge,r5d,16000,60000,N,Y,8,M,Y
db.r5d.16xlarge,13,EE,64,512,13600,60000,1700,1700,16xlarge,r5d,16000,60000,N,Y,8,M,Y
db.r5d.16xlarge,13,SE,64,512,13600,60000,1700,1700,16xlarge,r5d,16000,60000,N,Y,8,M,Y
db.r5d.16xlarge,14,EE,64,512,13600,60000,1700,1700,16xlarge,r5d,16000,60000,N,Y,8,M,Y
db.r5d.16xlarge,14,SE,64,512,13600,60000,1700,1700,16xlarge,r5d,16000,60000,N,Y,8,M,Y
db.r5d.16xlarge,15,EE,64,512,13600,60000,1700,1700,16xlarge,r5d,16000,60000,N,Y,8,M,Y
db.r5d.16xlarge,15,SE,64,512,13600,60000,1700,1700,16xlarge,r5d,16000,60000,N,Y,8,M,Y
db.r5d.16xlarge,16,EE,64,512,13600,60000,1700,1700,16xlarge,r5d,16000,60000,N,Y,8,M,Y
db.r5d.16xlarge,16,SE,64,512,13600,60000,1700,1700,16xlarge,r5d,16000,60000,N,Y,8,M,Y
db.r6i.16xlarge ,12,EE,64,512,20000,80000,2500,2500,16xlarge,r6i,16000,80000,Y,Y,8,M,Y
db.r6i.16xlarge ,13,EE,64,512,20000,80000,2500,2500,16xlarge,r6i,16000,80000,Y,Y,8,M,Y
db.r6i.16xlarge ,14,EE,64,512,20000,80000,2500,2500,16xlarge,r6i,16000,80000,Y,Y,8,M,Y
db.r6i.16xlarge ,15,EE,64,512,20000,80000,2500,2500,16xlarge,r6i,16000,80000,Y,Y,8,M,Y
db.r6i.16xlarge ,16,EE,64,512,20000,80000,2500,2500,16xlarge,r6i,16000,80000,Y,Y,8,M,Y
db.x2iedn.16xlarge,12,EE,64,2048,40000,65000,5000,5000,16xlarge,x2iedn,16000,130000,Y,Y,32,M,Y
db.x2iedn.16xlarge,12,SE,64,2048,40000,65000,5000,5000,16xlarge,x2iedn,16000,130000,Y,Y,32,M,Y
db.x2iedn.16xlarge,13,EE,64,2048,40000,65000,5000,5000,16xlarge,x2iedn,16000,130000,Y,Y,32,M,Y
db.x2iedn.16xlarge,13,SE,64,2048,40000,65000,5000,5000,16xlarge,x2iedn,16000,130000,Y,Y,32,M,Y
db.x2iedn.16xlarge,14,EE,64,2048,40000,65000,5000,5000,16xlarge,x2iedn,16000,130000,Y,Y,32,M,Y
db.x2iedn.16xlarge,14,SE,64,2048,40000,65000,5000,5000,16xlarge,x2iedn,16000,130000,Y,Y,32,M,Y
db.x2iedn.16xlarge,15,EE,64,2048,40000,65000,5000,5000,16xlarge,x2iedn,16000,130000,Y,Y,32,M,Y
db.x2iedn.16xlarge,15,SE,64,2048,40000,65000,5000,5000,16xlarge,x2iedn,16000,130000,Y,Y,32,M,Y
db.x2iedn.16xlarge,16,EE,64,2048,40000,65000,5000,5000,16xlarge,x2iedn,16000,130000,Y,Y,32,M,Y
db.x2iedn.16xlarge,16,SE,64,2048,40000,65000,5000,5000,16xlarge,x2iedn,16000,130000,Y,Y,32,M,Y
db.m5d.24xlarge,12,EE,96,384,19000,80000,2375,2375,24xlarge,m5d,16000,80000,N,Y,4,G,Y
db.m5d.24xlarge,12,SE,96,384,19000,80000,2375,2375,24xlarge,m5d,16000,80000,N,Y,4,G,Y
db.m5d.24xlarge,13,EE,96,384,19000,80000,2375,2375,24xlarge,m5d,16000,80000,N,Y,4,G,Y
db.m5d.24xlarge,13,SE,96,384,19000,80000,2375,2375,24xlarge,m5d,16000,80000,N,Y,4,G,Y
db.m5d.24xlarge,14,EE,96,384,19000,80000,2375,2375,24xlarge,m5d,16000,80000,N,Y,4,G,Y
db.m5d.24xlarge,14,SE,96,384,19000,80000,2375,2375,24xlarge,m5d,16000,80000,N,Y,4,G,Y
db.m5d.24xlarge,15,EE,96,384,19000,80000,2375,2375,24xlarge,m5d,16000,80000,N,Y,4,G,Y
db.m5d.24xlarge,15,SE,96,384,19000,80000,2375,2375,24xlarge,m5d,16000,80000,N,Y,4,G,Y
db.m5d.24xlarge,16,EE,96,384,19000,80000,2375,2375,24xlarge,m5d,16000,80000,N,Y,4,G,Y
db.m5d.24xlarge,16,SE,96,384,19000,80000,2375,2375,24xlarge,m5d,16000,80000,N,Y,4,G,Y
db.m6i.24xlarge ,12,EE,96,384,30000,120000,3750,3750,24xlarge,m6i,16000,120000,Y,Y,4,G,Y
db.m6i.24xlarge ,13,EE,96,384,30000,120000,3750,3750,24xlarge,m6i,16000,120000,Y,Y,4,G,Y
db.m6i.24xlarge ,14,EE,96,384,30000,120000,3750,3750,24xlarge,m6i,16000,120000,Y,Y,4,G,Y
db.m6i.24xlarge ,15,EE,96,384,30000,120000,3750,3750,24xlarge,m6i,16000,120000,Y,Y,4,G,Y
db.m6i.24xlarge ,16,EE,96,384,30000,120000,3750,3750,24xlarge,m6i,16000,120000,Y,Y,4,G,Y
db.r5b.24xlarge,12,EE,96,768,60000,260000,7500,7500,24xlarge,r5b,16000,260000,Y,Y,8,M,Y
db.r5b.24xlarge,12,SE,96,768,60000,260000,7500,7500,24xlarge,r5b,16000,260000,Y,Y,8,M,Y
db.r5b.24xlarge,13,EE,96,768,60000,260000,7500,7500,24xlarge,r5b,16000,260000,Y,Y,8,M,Y
db.r5b.24xlarge,13,SE,96,768,60000,260000,7500,7500,24xlarge,r5b,16000,260000,Y,Y,8,M,Y
db.r5b.24xlarge,14,EE,96,768,60000,260000,7500,7500,24xlarge,r5b,16000,260000,Y,Y,8,M,Y
db.r5b.24xlarge,14,SE,96,768,60000,260000,7500,7500,24xlarge,r5b,16000,260000,Y,Y,8,M,Y
db.r5b.24xlarge,15,EE,96,768,60000,260000,7500,7500,24xlarge,r5b,16000,260000,Y,Y,8,M,Y
db.r5b.24xlarge,15,SE,96,768,60000,260000,7500,7500,24xlarge,r5b,16000,260000,Y,Y,8,M,Y
db.r5b.24xlarge,16,EE,96,768,60000,260000,7500,7500,24xlarge,r5b,16000,260000,Y,Y,8,M,Y
db.r5b.24xlarge,16,SE,96,768,60000,260000,7500,7500,24xlarge,r5b,16000,260000,Y,Y,8,M,Y
db.r5d.24xlarge,12,EE,96,768,19000,80000,2375,2375,24xlarge,r5d,16000,80000,N,Y,8,M,Y
db.r5d.24xlarge,12,SE,96,768,19000,80000,2375,2375,24xlarge,r5d,16000,80000,N,Y,8,M,Y
db.r5d.24xlarge,13,EE,96,768,19000,80000,2375,2375,24xlarge,r5d,16000,80000,N,Y,8,M,Y
db.r5d.24xlarge,13,SE,96,768,19000,80000,2375,2375,24xlarge,r5d,16000,80000,N,Y,8,M,Y
db.r5d.24xlarge,14,EE,96,768,19000,80000,2375,2375,24xlarge,r5d,16000,80000,N,Y,8,M,Y
db.r5d.24xlarge,14,SE,96,768,19000,80000,2375,2375,24xlarge,r5d,16000,80000,N,Y,8,M,Y
db.r5d.24xlarge,15,EE,96,768,19000,80000,2375,2375,24xlarge,r5d,16000,80000,N,Y,8,M,Y
db.r5d.24xlarge,15,SE,96,768,19000,80000,2375,2375,24xlarge,r5d,16000,80000,N,Y,8,M,Y
db.r5d.24xlarge,16,EE,96,768,19000,80000,2375,2375,24xlarge,r5d,16000,80000,N,Y,8,M,Y
db.r5d.24xlarge,16,SE,96,768,19000,80000,2375,2375,24xlarge,r5d,16000,80000,N,Y,8,M,Y
db.r6i.24xlarge ,12,EE,96,768,30000,120000,3750,3750,24xlarge,r6i,16000,120000,Y,Y,8,M,Y
db.r6i.24xlarge ,13,EE,96,768,30000,120000,3750,3750,24xlarge,r6i,16000,120000,Y,Y,8,M,Y
db.r6i.24xlarge ,14,EE,96,768,30000,120000,3750,3750,24xlarge,r6i,16000,120000,Y,Y,8,M,Y
db.r6i.24xlarge ,15,EE,96,768,30000,120000,3750,3750,24xlarge,r6i,16000,120000,Y,Y,8,M,Y
db.r6i.24xlarge ,16,EE,96,768,30000,120000,3750,3750,24xlarge,r6i,16000,120000,Y,Y,8,M,Y
db.x2iedn.24xlarge,12,EE,96,3072,60000,65000,7500,7500,24xlarge,x2iedn,16000,195000,Y,Y,32,M,Y
db.x2iedn.24xlarge,12,SE,96,3072,60000,65000,7500,7500,24xlarge,x2iedn,16000,195000,Y,Y,32,M,Y
db.x2iedn.24xlarge,13,EE,96,3072,60000,65000,7500,7500,24xlarge,x2iedn,16000,195000,Y,Y,32,M,Y
db.x2iedn.24xlarge,13,SE,96,3072,60000,65000,7500,7500,24xlarge,x2iedn,16000,195000,Y,Y,32,M,Y
db.x2iedn.24xlarge,14,EE,96,3072,60000,65000,7500,7500,24xlarge,x2iedn,16000,195000,Y,Y,32,M,Y
db.x2iedn.24xlarge,14,SE,96,3072,60000,65000,7500,7500,24xlarge,x2iedn,16000,195000,Y,Y,32,M,Y
db.x2iedn.24xlarge,15,EE,96,3072,60000,65000,7500,7500,24xlarge,x2iedn,16000,195000,Y,Y,32,M,Y
db.x2iedn.24xlarge,15,SE,96,3072,60000,65000,7500,7500,24xlarge,x2iedn,16000,195000,Y,Y,32,M,Y
db.x2iedn.24xlarge,16,EE,96,3072,60000,65000,7500,7500,24xlarge,x2iedn,16000,195000,Y,Y,32,M,Y
db.x2iedn.24xlarge,16,SE,96,3072,60000,65000,7500,7500,24xlarge,x2iedn,16000,195000,Y,Y,32,M,Y
db.m6i.32xlarge ,12,EE,128,512,40000,160000,5000,5000,32xlarge,m6i,16000,160000,Y,Y,4,G,Y
db.m6i.32xlarge ,13,EE,128,512,40000,160000,5000,5000,32xlarge,m6i,16000,160000,Y,Y,4,G,Y
db.m6i.32xlarge ,14,EE,128,512,40000,160000,5000,5000,32xlarge,m6i,16000,160000,Y,Y,4,G,Y
db.m6i.32xlarge ,15,EE,128,512,40000,160000,5000,5000,32xlarge,m6i,16000,160000,Y,Y,4,G,Y
db.m6i.32xlarge ,16,EE,128,512,40000,160000,5000,5000,32xlarge,m6i,16000,160000,Y,Y,4,G,Y
db.r6i.32xlarge ,12,EE,128,1024,40000,160000,5000,5000,32xlarge,r6i,16000,160000,Y,Y,8,M,Y
db.r6i.32xlarge ,13,EE,128,1024,40000,160000,5000,5000,32xlarge,r6i,16000,160000,Y,Y,8,M,Y
db.r6i.32xlarge ,14,EE,128,1024,40000,160000,5000,5000,32xlarge,r6i,16000,160000,Y,Y,8,M,Y
db.r6i.32xlarge ,15,EE,128,1024,40000,160000,5000,5000,32xlarge,r6i,16000,160000,Y,Y,8,M,Y
db.r6i.32xlarge ,16,EE,128,1024,40000,160000,5000,5000,32xlarge,r6i,16000,160000,Y,Y,8,M,Y
db.x2iedn.32xlarge,12,EE,128,4096,80000,65000,10000,10000,32xlarge,x2iedn,16000,260000,Y,Y,32,M,Y
db.x2iedn.32xlarge,12,SE,128,4096,80000,65000,10000,10000,32xlarge,x2iedn,16000,260000,Y,Y,32,M,Y
db.x2iedn.32xlarge,13,EE,128,4096,80000,65000,10000,10000,32xlarge,x2iedn,16000,260000,Y,Y,32,M,Y
db.x2iedn.32xlarge,13,SE,128,4096,80000,65000,10000,10000,32xlarge,x2iedn,16000,260000,Y,Y,32,M,Y
db.x2iedn.32xlarge,14,EE,128,4096,80000,65000,10000,10000,32xlarge,x2iedn,16000,260000,Y,Y,32,M,Y
db.x2iedn.32xlarge,14,SE,128,4096,80000,65000,10000,10000,32xlarge,x2iedn,16000,260000,Y,Y,32,M,Y
db.x2iedn.32xlarge,15,EE,128,4096,80000,65000,10000,10000,32xlarge,x2iedn,16000,260000,Y,Y,32,M,Y
db.x2iedn.32xlarge,15,SE,128,4096,80000,65000,10000,10000,32xlarge,x2iedn,16000,260000,Y,Y,32,M,Y
db.x2iedn.32xlarge,16,EE,128,4096,80000,65000,10000,10000,32xlarge,x2iedn,16000,260000,Y,Y,32,M,Y
db.x2iedn.32xlarge,16,SE,128,4096,80000,65000,10000,10000,32xlarge,x2iedn,16000,260000,Y,Y,32,M,Y
